8.325200000000000600e+00,4.100000000000000000e+01,6.984126984126984183e+00,1.023809523809523725e+00,3.220000000000000000e+02,2.555555555555555358e+00,3.788000000000000256e+01,-1.222300000000000040e+02
8.301399999999999224e+00,2.100000000000000000e+01,6.238137082601054040e+00,9.718804920913883816e-01,2.401000000000000000e+03,2.109841827768013989e+00,3.785999999999999943e+01,-1.222199999999999989e+02
7.257399999999999629e+00,5.200000000000000000e+01,8.288135593220339103e+00,1.073446327683615920e+00,4.960000000000000000e+02,2.802259887005649652e+00,3.785000000000000142e+01,-1.222399999999999949e+02
5.643099999999999561e+00,5.200000000000000000e+01,5.817351598173515548e+00,1.073059360730593603e+00,5.580000000000000000e+02,2.547945205479452024e+00,3.785000000000000142e+01,-1.222500000000000000e+02
3.846200000000000063e+00,5.200000000000000000e+01,6.281853281853281956e+00,1.081081081081081141e+00,5.650000000000000000e+02,2.181467181467181327e+00,3.785000000000000142e+01,-1.222500000000000000e+02
4.036800000000000388e+00,5.200000000000000000e+01,4.761658031088082943e+00,1.103626943005181271e+00,4.130000000000000000e+02,2.139896373056994872e+00,3.785000000000000142e+01,-1.222500000000000000e+02
3.659100000000000019e+00,5.200000000000000000e+01,4.931906614785992460e+00,9.513618677042801064e-01,1.094000000000000000e+03,2.128404669260700377e+00,3.784000000000000341e+01,-1.222500000000000000e+02
3.120000000000000107e+00,5.200000000000000000e+01,4.797527047913447085e+00,1.061823802163833097e+00,1.157000000000000000e+03,1.788253477588871654e+00,3.784000000000000341e+01,-1.222500000000000000e+02
2.080400000000000027e+00,4.200000000000000000e+01,4.294117647058823373e+00,1.117647058823529438e+00,1.206000000000000000e+03,2.026890756302520913e+00,3.784000000000000341e+01,-1.222600000000000051e+02
3.691199999999999815e+00,5.200000000000000000e+01,4.970588235294117752e+00,9.901960784313725839e-01,1.551000000000000000e+03,2.172268907563025042e+00,3.784000000000000341e+01,-1.222500000000000000e+02
3.203100000000000058e+00,5.200000000000000000e+01,5.477611940298507065e+00,1.079601990049751326e+00,9.100000000000000000e+02,2.263681592039800794e+00,3.785000000000000142e+01,-1.222600000000000051e+02
3.270500000000000185e+00,5.200000000000000000e+01,4.772479564032697574e+00,1.024523160762942808e+00,1.504000000000000000e+03,2.049046321525885617e+00,3.785000000000000142e+01,-1.222600000000000051e+02
3.075000000000000178e+00,5.200000000000000000e+01,5.322649572649572391e+00,1.012820512820512775e+00,1.098000000000000000e+03,2.346153846153846256e+00,3.785000000000000142e+01,-1.222600000000000051e+02
2.673599999999999977e+00,5.200000000000000000e+01,4.000000000000000000e+00,1.097701149425287293e+00,3.450000000000000000e+02,1.982758620689655249e+00,3.784000000000000341e+01,-1.222600000000000051e+02
1.916700000000000070e+00,5.200000000000000000e+01,4.262903225806451424e+00,1.009677419354838790e+00,1.212000000000000000e+03,1.954838709677419351e+00,3.785000000000000142e+01,-1.222600000000000051e+02
2.125000000000000000e+00,5.000000000000000000e+01,4.242424242424242209e+00,1.071969696969697017e+00,6.970000000000000000e+02,2.640151515151515138e+00,3.785000000000000142e+01,-1.222600000000000051e+02
2.774999999999999911e+00,5.200000000000000000e+01,5.939577039274924530e+00,1.048338368580060465e+00,7.930000000000000000e+02,2.395770392749244859e+00,3.785000000000000142e+01,-1.222699999999999960e+02
2.120200000000000085e+00,5.200000000000000000e+01,4.052805280528052556e+00,9.669966996699670414e-01,6.480000000000000000e+02,2.138613861386138737e+00,3.785000000000000142e+01,-1.222699999999999960e+02
1.991100000000000092e+00,5.000000000000000000e+01,5.343675417661097882e+00,1.085918854415274470e+00,9.900000000000000000e+02,2.362768496420047715e+00,3.784000000000000341e+01,-1.222600000000000051e+02
2.603299999999999947e+00,5.200000000000000000e+01,5.465454545454545787e+00,1.083636363636363731e+00,6.900000000000000000e+02,2.509090909090909260e+00,3.784000000000000341e+01,-1.222699999999999960e+02
1.357799999999999896e+00,4.000000000000000000e+01,4.524096385542168974e+00,1.108433734939759052e+00,4.090000000000000000e+02,2.463855421686746983e+00,3.785000000000000142e+01,-1.222699999999999960e+02
1.713500000000000023e+00,4.200000000000000000e+01,4.478142076502732216e+00,1.002732240437158362e+00,9.290000000000000000e+02,2.538251366120218400e+00,3.785000000000000142e+01,-1.222699999999999960e+02
1.725000000000000089e+00,5.200000000000000000e+01,5.096234309623430825e+00,1.131799163179916246e+00,1.015000000000000000e+03,2.123430962343096251e+00,3.784000000000000341e+01,-1.222699999999999960e+02
2.180600000000000094e+00,5.200000000000000000e+01,5.193846153846154223e+00,1.036923076923076836e+00,8.530000000000000000e+02,2.624615384615384794e+00,3.784000000000000341e+01,-1.222699999999999960e+02
2.600000000000000089e+00,5.200000000000000000e+01,5.270142180094786966e+00,1.035545023696682554e+00,1.006000000000000000e+03,2.383886255924170694e+00,3.784000000000000341e+01,-1.222699999999999960e+02
2.403799999999999937e+00,4.100000000000000000e+01,4.495798319327731107e+00,1.033613445378151363e+00,3.170000000000000000e+02,2.663865546218487257e+00,3.785000000000000142e+01,-1.222800000000000011e+02
2.459700000000000220e+00,4.900000000000000000e+01,4.728033472803347514e+00,1.020920502092050208e+00,6.070000000000000000e+02,2.539748953974895418e+00,3.785000000000000142e+01,-1.222800000000000011e+02
1.808000000000000052e+00,5.200000000000000000e+01,4.780856423173803549e+00,1.060453400503778232e+00,1.102000000000000000e+03,2.775818639798488530e+00,3.785000000000000142e+01,-1.222800000000000011e+02
1.642400000000000082e+00,5.000000000000000000e+01,4.401691331923889727e+00,1.040169133192389017e+00,1.131000000000000000e+03,2.391120507399577377e+00,3.784000000000000341e+01,-1.222800000000000011e+02
1.687500000000000000e+00,5.200000000000000000e+01,4.703225806451612812e+00,1.032258064516129004e+00,3.950000000000000000e+02,2.548387096774193505e+00,3.784000000000000341e+01,-1.222800000000000011e+02
1.927400000000000002e+00,4.900000000000000000e+01,5.068783068783068835e+00,1.182539682539682557e+00,8.630000000000000000e+02,2.283068783068783247e+00,3.784000000000000341e+01,-1.222800000000000011e+02
1.961500000000000021e+00,5.200000000000000000e+01,4.882086167800453680e+00,1.090702947845805015e+00,1.168000000000000000e+03,2.648526077097505649e+00,3.784000000000000341e+01,-1.222800000000000011e+02
1.796899999999999942e+00,4.800000000000000000e+01,5.737313432835820848e+00,1.220895522388059762e+00,1.026000000000000000e+03,3.062686567164178975e+00,3.784000000000000341e+01,-1.222699999999999960e+02
1.375000000000000000e+00,4.900000000000000000e+01,5.030395136778115450e+00,1.112462006079027343e+00,7.540000000000000000e+02,2.291793313069908855e+00,3.782999999999999829e+01,-1.222699999999999960e+02
2.730300000000000171e+00,5.100000000000000000e+01,4.972014925373134275e+00,1.070895522388059629e+00,1.258000000000000000e+03,2.347014925373134275e+00,3.782999999999999829e+01,-1.222699999999999960e+02
1.486099999999999977e+00,4.900000000000000000e+01,4.602272727272727515e+00,1.068181818181818121e+00,5.700000000000000000e+02,2.159090909090909172e+00,3.782999999999999829e+01,-1.222699999999999960e+02
1.097199999999999953e+00,4.800000000000000000e+01,4.807486631016042899e+00,1.155080213903743269e+00,9.870000000000000000e+02,2.639037433155080326e+00,3.782999999999999829e+01,-1.222699999999999960e+02
1.410300000000000109e+00,5.200000000000000000e+01,3.749379652605459246e+00,9.677419354838709964e-01,9.010000000000000000e+02,2.235732009925558206e+00,3.782999999999999829e+01,-1.222800000000000011e+02
3.479999999999999982e+00,5.200000000000000000e+01,4.757281553398057916e+00,1.067961165048543659e+00,6.890000000000000000e+02,2.229773462783171567e+00,3.782999999999999829e+01,-1.222600000000000051e+02
2.589799999999999880e+00,5.200000000000000000e+01,3.494252873563218564e+00,1.027298850574712707e+00,1.377000000000000000e+03,1.978448275862068950e+00,3.782999999999999829e+01,-1.222600000000000051e+02
2.097799999999999887e+00,5.200000000000000000e+01,4.215189873417721778e+00,1.060759493670886178e+00,9.460000000000000000e+02,2.394936708860759378e+00,3.782999999999999829e+01,-1.222600000000000051e+02
1.285199999999999898e+00,5.100000000000000000e+01,3.759036144578313365e+00,1.248995983935742959e+00,5.170000000000000000e+02,2.076305220883534197e+00,3.782999999999999829e+01,-1.222600000000000051e+02
1.024999999999999911e+00,4.900000000000000000e+01,3.772486772486772555e+00,1.068783068783068835e+00,4.620000000000000000e+02,2.444444444444444642e+00,3.784000000000000341e+01,-1.222600000000000051e+02
3.964300000000000157e+00,5.200000000000000000e+01,4.797979797979797567e+00,1.020202020202020110e+00,4.670000000000000000e+02,2.358585858585858563e+00,3.784000000000000341e+01,-1.222600000000000051e+02
3.012500000000000178e+00,5.200000000000000000e+01,4.941780821917808098e+00,1.065068493150684859e+00,6.600000000000000000e+02,2.260273972602739878e+00,3.782999999999999829e+01,-1.222600000000000051e+02
2.676800000000000068e+00,5.200000000000000000e+01,4.335078534031413966e+00,1.099476439790575855e+00,7.180000000000000000e+02,1.879581151832460773e+00,3.782999999999999829e+01,-1.222600000000000051e+02
2.025999999999999801e+00,5.000000000000000000e+01,3.700657894736842035e+00,1.059210526315789380e+00,6.160000000000000000e+02,2.026315789473684070e+00,3.782999999999999829e+01,-1.222600000000000051e+02
1.734799999999999898e+00,4.300000000000000000e+01,3.980237154150197743e+00,1.233201581027667970e+00,5.580000000000000000e+02,2.205533596837944810e+00,3.782000000000000028e+01,-1.222699999999999960e+02
9.506000000000000005e-01,4.000000000000000000e+01,3.899999999999999911e+00,1.218750000000000000e+00,4.230000000000000000e+02,2.643749999999999822e+00,3.782000000000000028e+01,-1.222600000000000051e+02
1.774999999999999911e+00,4.000000000000000000e+01,2.687500000000000000e+00,1.065340909090909172e+00,7.000000000000000000e+02,1.988636363636363535e+00,3.782000000000000028e+01,-1.222699999999999960e+02
9.217999999999999527e-01,2.100000000000000000e+01,2.045662100456620891e+00,1.034246575342465668e+00,7.350000000000000000e+02,1.678082191780821963e+00,3.782000000000000028e+01,-1.222699999999999960e+02
1.504499999999999948e+00,4.300000000000000000e+01,4.589680589680590117e+00,1.120393120393120334e+00,1.061000000000000000e+03,2.606879606879606737e+00,3.782000000000000028e+01,-1.222699999999999960e+02
1.110800000000000010e+00,4.100000000000000000e+01,4.473611111111111427e+00,1.184722222222222232e+00,1.959000000000000000e+03,2.720833333333333215e+00,3.782000000000000028e+01,-1.222699999999999960e+02
1.247500000000000053e+00,5.200000000000000000e+01,4.075000000000000178e+00,1.139999999999999902e+00,1.162000000000000000e+03,2.904999999999999805e+00,3.782000000000000028e+01,-1.222699999999999960e+02
1.609799999999999898e+00,5.200000000000000000e+01,5.021459227467810926e+00,1.008583690987124415e+00,7.010000000000000000e+02,3.008583690987124637e+00,3.782000000000000028e+01,-1.222800000000000011e+02
1.411299999999999999e+00,5.200000000000000000e+01,4.295454545454545858e+00,1.104545454545454497e+00,5.760000000000000000e+02,2.618181818181818166e+00,3.782000000000000028e+01,-1.222800000000000011e+02
1.505700000000000038e+00,5.200000000000000000e+01,4.779922779922779696e+00,1.111969111969111967e+00,6.220000000000000000e+02,2.401544401544401630e+00,3.782000000000000028e+01,-1.222800000000000011e+02
8.172000000000000375e-01,5.200000000000000000e+01,6.102459016393442681e+00,1.372950819672131173e+00,7.280000000000000000e+02,2.983606557377049384e+00,3.782000000000000028e+01,-1.222800000000000011e+02
1.217100000000000071e+00,5.200000000000000000e+01,4.562500000000000000e+00,1.121710526315789380e+00,1.074000000000000000e+03,3.532894736842105310e+00,3.782000000000000028e+01,-1.222800000000000011e+02
2.562500000000000000e+00,2.000000000000000000e+00,2.771929824561403688e+00,7.543859649122807154e-01,9.400000000000000000e+01,1.649122807017543879e+00,3.782000000000000028e+01,-1.222900000000000063e+02
3.392900000000000027e+00,5.200000000000000000e+01,5.994652406417112722e+00,1.128342245989304882e+00,5.540000000000000000e+02,2.962566844919785947e+00,3.782999999999999829e+01,-1.222900000000000063e+02
6.118299999999999628e+00,4.900000000000000000e+01,5.869565217391304657e+00,1.260869565217391353e+00,8.600000000000000000e+01,3.739130434782608869e+00,3.782000000000000028e+01,-1.222900000000000063e+02
9.011000000000000121e-01,5.000000000000000000e+01,6.229508196721311286e+00,1.557377049180327822e+00,3.770000000000000000e+02,3.090163934426229719e+00,3.781000000000000227e+01,-1.222900000000000063e+02
1.191000000000000059e+00,5.200000000000000000e+01,7.698113207547169878e+00,1.490566037735848948e+00,5.210000000000000000e+02,3.276729559748427612e+00,3.781000000000000227e+01,-1.222999999999999972e+02
2.593799999999999883e+00,4.800000000000000000e+01,6.225563909774436411e+00,1.368421052631578982e+00,3.920000000000000000e+02,2.947368421052631415e+00,3.781000000000000227e+01,-1.222999999999999972e+02
1.166700000000000070e+00,5.200000000000000000e+01,5.401069518716577811e+00,1.117647058823529438e+00,6.040000000000000000e+02,3.229946524064171154e+00,3.781000000000000227e+01,-1.222999999999999972e+02
8.055999999999999828e-01,4.800000000000000000e+01,4.382530120481927582e+00,1.066265060240963791e+00,7.880000000000000000e+02,2.373493975903614661e+00,3.781000000000000227e+01,-1.222999999999999972e+02
2.609399999999999942e+00,5.200000000000000000e+01,6.986394557823129681e+00,1.659863945578231359e+00,4.920000000000000000e+02,3.346938775510204245e+00,3.779999999999999716e+01,-1.222900000000000063e+02
1.851599999999999913e+00,5.200000000000000000e+01,6.975609756097560954e+00,1.329268292682926900e+00,2.740000000000000000e+02,3.341463414634146201e+00,3.781000000000000227e+01,-1.222999999999999972e+02
9.801999999999999602e-01,4.600000000000000000e+01,4.584288052373159061e+00,1.054009819967266726e+00,1.823000000000000000e+03,2.983633387888707134e+00,3.781000000000000227e+01,-1.222900000000000063e+02
1.771900000000000031e+00,2.600000000000000000e+01,6.047244094488188892e+00,1.196850393700787496e+00,3.920000000000000000e+02,3.086614173228346303e+00,3.781000000000000227e+01,-1.222900000000000063e+02
7.286000000000000254e-01,4.600000000000000000e+01,3.375451263537906144e+00,1.072202166064981865e+00,5.820000000000000000e+02,2.101083032490974833e+00,3.781000000000000227e+01,-1.222900000000000063e+02
