8.895349885087705522e-01,9.414481648152569493e-01,4.136271409272797017e-01,4.531631478199279472e-01,4.983764925612417240e-01,9.608005041276820313e-01,5.017926067321637484e-01,5.775505246530282522e-01,5.398407337019295316e-02,1.123677642653870823e-01,3.312451677077768997e-01,7.272772344306637216e-01,3.677538783748663942e-01,9.720603732653360085e-01,4.849439319032677886e-01,9.999105534270569251e-02,8.787077034273729215e-01,4.758736964087900700e-01,3.205235817245186691e-01,3.235461400760742956e-01,3.043713838351675971e-01,8.619681940140093701e-01,4.215075042215276069e-01,7.923346818235464939e-01,6.502057090760801072e-01,6.262094531098447714e-01,9.848841516954429665e-01,1.852794468355902779e-01,5.116336650994846025e-02,2.678412400755377787e-01,1.138467044612615497e-01,3.703007664344583061e-01,3.069237777014682811e-01,1.886438311273992419e-01,2.171236932472689896e-01,5.446336883987150657e-01,9.686839355695668896e-01,7.359129650097500086e-01,6.740399519448918575e-01,1.496022899250887273e-01
2.234861152501981252e-01,3.829768125560170100e-01,7.869165816394810831e-01,6.289323444202515878e-01,1.625109104065025623e-01,7.284314657771129298e-02,8.290712653071186100e-02,5.049253155926058945e-01,4.953754066098224884e-01,3.989378609127099962e-01,4.602151998937624722e-01,8.495901680100617082e-01,9.680355972756593541e-02,7.408458269578386268e-01,8.706918007233809265e-01,2.754256570975956997e-01,1.783186628940280904e-01,1.275259663566239432e-01,1.426387761849798874e-01,4.318939723514039208e-01,8.957867240804042730e-01,4.312668455390176181e-01,2.867284771699897261e-01,4.010691738890794777e-01,8.184047280988402395e-01,6.963946060632862922e-01,3.884432014473373496e-01,4.384027836475076212e-01,8.038987256432739148e-01,4.081493285475226163e-01,3.628014076319321379e-01,1.956656736460660184e-01,2.230617520073737703e-01,3.246878270669412148e-01,7.356904385825143722e-01,4.851270310109389028e-01,4.109129818242144294e-01,4.817916162162749760e-02,6.538033611642186660e-01,5.852538296278102514e-01
1.838914557574369280e-01,3.431233357675887996e-01,4.269656451626712146e-01,4.705078125925120647e-01,8.826868974439270321e-01,8.541739416626626946e-01,5.009531340888109252e-01,4.929230778856349415e-01,1.220678910021353314e-01,2.455050931999835928e-01,8.016266447649591509e-01,6.500542100376782706e-01,5.921255844652955069e-01,5.560483776324540717e-01,3.677036731389585755e-01,1.095475870639676108e-01,1.865761267381180755e-01,8.693549485167114677e-01,9.592663301337048809e-01,6.320282105272921891e-01,1.735939517892286510e-01,9.573680012647798332e-01,2.072806698236917544e-02,3.856933349732849514e-01,7.336605200113511804e-01,6.765939428830959335e-01,1.530160484654637942e-01,1.317170844492122628e-01,2.385804298730463957e-01,3.485322575669279610e-01,7.950475204190140532e-01,8.152359895823143576e-01,4.304208801851924227e-01,8.990693626257545423e-01,1.966784156363688973e-01,7.036178586588338613e-01,1.069094000300883085e-01,7.846583335737123965e-01,5.569874358540445325e-01,9.589539279622896206e-01
3.409425780464092615e-02,9.370005518690772695e-01,1.244471086834837426e-01,5.757304332800244895e-01,6.960314971331647005e-01,4.708720132607331355e-01,5.532086283911075153e-02,9.703395375712811077e-01,2.778870512421532935e-01,5.662258322250446341e-01,7.845354196449044748e-01,7.198562307147367001e-01,4.774653178803874853e-01,9.611353991172365552e-01,6.137587936841509828e-01,9.691245734986561056e-01,7.690083512600188742e-01,2.624016223910548007e-01,5.221197601357764340e-01,1.048997167819588627e-01,3.631138061712622100e-01,3.242874188359564647e-01,4.447353395743379734e-01,2.230843610810545607e-01,4.768550750083340173e-01,6.492830643470022256e-01,6.612088262946647088e-01,6.018135230130305935e-01,8.882041037957137952e-01,2.720848815419973921e-02,1.440802777407189650e-01,7.114579115526040720e-01,5.723083390404043458e-01,2.694348600246492254e-01,7.247534314975829783e-01,4.667800394067055381e-01,2.127798040456723161e-01,7.525851520067177169e-01,2.776227328369474945e-01,2.041890734669197238e-01
5.331889865871037859e-01,4.230283451299023945e-01,8.084593008207937581e-01,4.747271319136366907e-01,1.074831049646024494e-01,3.865078541474535889e-01,9.401387313217776098e-01,2.408005956229476441e-01,7.587017384903458339e-01,1.596908243202312949e-01,2.321386603309187890e-01,1.364696345917750797e-01,8.116013777550176167e-01,5.245480878865524943e-01,7.856228352198086906e-01,6.175542277291697912e-01,3.667798621625957267e-01,2.478674936053152367e-01,1.768933434148001194e-01,6.391949738429277827e-01,8.281248964289467107e-02,4.692616810608269962e-01,5.219302642054202135e-01,5.828961558139386101e-01,8.759547060910521932e-01,2.619711972273658374e-01,1.734057761557906696e-01,6.837603953301414350e-01,9.232141747007875932e-01,8.326264878060057884e-01,5.355647639129960114e-01,2.600337475295007028e-01,1.429613600659709327e-01,8.983712903406180228e-01,7.528171802446540495e-01,2.541414315929685364e-01,3.070424054220927124e-01,4.986335360305305109e-01,3.164575492997933059e-01,1.504984242646386638e-01
4.938195428192970748e-02,2.195302984911808863e-01,3.386155086478448428e-01,9.404002487028314539e-01,4.808669637541246322e-01,9.942876613953910425e-02,7.019718611653672502e-01,9.742765370324737439e-01,3.127193119734250626e-01,6.783645971693312848e-01,5.259018512372350962e-01,5.253100253475873060e-01,9.533318225697769988e-01,9.067775352278861778e-01,5.376783210167739302e-01,7.635373372941152148e-01,4.530478099928589852e-01,2.294194605300396983e-01,4.059397349470460492e-01,7.885096586905793181e-02,7.454229641724228195e-01,8.884171591044449645e-01,6.249307345406280856e-01,6.849886116955535842e-01,9.808836814981080066e-01,5.533948331512960062e-01,5.234862198498950736e-01,5.586169951581252402e-01,8.333564089634053484e-01,9.211918502808424947e-01,1.580573795150309602e-01,2.058651389875292281e-01,8.029404675276335945e-01,2.917825706040471090e-01,3.791510800290145422e-01,7.748860338973335704e-01,5.256586891336072487e-01,6.605169418604583953e-02,9.591837104969084260e-01,7.036078039022125585e-01
3.457422848441747965e-01,7.588616837681561034e-01,9.224700497296425272e-01,4.429850584133545599e-01,3.877577463332320118e-01,1.475327474279599649e-01,4.926134451979446993e-01,4.772277133687878869e-01,8.831015929566715661e-01,8.609966980304368800e-01,6.152323927565607198e-01,4.396805270730134163e-01,4.233633931276661322e-01,8.439807220485233685e-01,9.491573237989749945e-01,4.347588366887816802e-01,5.317054242680073761e-01,9.531842491197997091e-01,9.998023907225936924e-01,5.504252374665756786e-01,1.226620843956299778e-01,5.767602104285668441e-01,4.961296883208609065e-01,1.073063688411788341e-01,1.817937179891023769e-01,6.285111171155702836e-01,6.773459135137392950e-01,8.213236688109820660e-01,9.165076433094732078e-02,8.121962659287754738e-01,1.275394877969644458e-01,2.819134980892790132e-02,1.348047400059645407e-01,6.095734265770720306e-01,7.753383808889598994e-01,9.378277567207286003e-01,8.872607964962175853e-01,4.749975493697152773e-01,1.954178604630164573e-01,1.218113833562296522e-01
8.975795749845901783e-01,7.181250874185551858e-01,3.818481761447808376e-01,3.607535399824072231e-01,2.981572709353486061e-01,4.945600099881307665e-01,9.763420913434417425e-01,5.659955333095023633e-02,3.082004835950915567e-01,2.795120718635046853e-01,1.611918625024651996e-01,2.081537890326158324e-01,9.196083774514636211e-01,8.779546157910813609e-01,5.341230052707803821e-01,6.488669486797001840e-01,6.707566133445760359e-01,6.864621799835608495e-01,6.232827913012599641e-01,2.640169611850103903e-01,6.988238332276257569e-01,8.664332620385001293e-01,9.840684993145099035e-01,6.090889402603213432e-01,1.886437891260537292e-01,8.316399025076213203e-01,3.926469714700348002e-01,7.777946734864573664e-01,6.717163750949878276e-01,5.508808487351501970e-01,5.629122822317635944e-01,6.925373252355268017e-01,9.054870216765218416e-01,4.900234004132144605e-01,3.531281231776260965e-01,4.704958412080747499e-01,5.449292366010536348e-01,5.733809441323246547e-01,1.297372336279627447e-01,9.012836747416278493e-01
7.684304930655549981e-02,1.154628683176205373e-01,2.335367234399544634e-01,7.180588065103215012e-01,8.676401459608892308e-01,3.909654997490975559e-01,5.995390593089519049e-01,1.238863925706475966e-01,9.041492458298098223e-01,5.830151491286916787e-01,9.328250579201993187e-01,8.412931831274534922e-01,9.717594210126088150e-01,3.950315483495178137e-01,4.347078843543792370e-01,2.925358250936979099e-01,9.448791287842843722e-01,1.549839301769448952e-01,7.802057766887922075e-01,9.667190477408639238e-01,2.788338591084642548e-01,7.861974953321855253e-01,3.393376775467489281e-01,2.473776402270713159e-01,8.224297153326701748e-01,9.784456149487764653e-01,6.625990638617197392e-01,9.356089644736320654e-01,3.323457550837747299e-01,5.348506392857991232e-01,6.771876535081999826e-01,9.419707927936643577e-01,8.705906880047897811e-01,1.656280872889901445e-01,9.999617739470354483e-01,1.132585142115392074e-01,7.992816761678572801e-01,3.861335013899556134e-01,4.609506038504669334e-01,6.347496268482668569e-01
2.230519596642209779e-01,5.875563653585621493e-01,8.629273822462744103e-01,3.094060528737607729e-02,2.960296588357184122e-01,6.699444935905818355e-01,8.519863796406276224e-01,7.273910123572817632e-01,3.223010649189368415e-01,4.154631374938544397e-03,5.948403122012091426e-02,2.418392882131659150e-02,4.281360450350227831e-01,4.459288402713545985e-02,5.870698407832306565e-01,7.452455120669477795e-01,9.401497879288204240e-01,3.373483699863328855e-01,3.258739976581072062e-01,3.210174142654946827e-01,6.481739635549824685e-01,7.502581905356491276e-01,4.410574406973749584e-01,8.349195739269799077e-02,7.029393260398451027e-01,2.444333706052506106e-01,9.536876403478543596e-01,2.407512274206956571e-01,3.038265898396238507e-01,7.513803325729238036e-01,4.729970101109547409e-01,4.443404746633183855e-01,7.558274291034351444e-01,7.126734663462743757e-01,6.735492271364768024e-01,6.992458795627021217e-01,1.188895810782759632e-01,7.131725996579119098e-01,3.621368065246395318e-01,1.541325912911962748e-01
